 ,name,title,lead_source,industry,employees,country,converted
6487,Johnathan Flores,Data Analyst,Sign-up,Commercial & Professional Services,7155,TV,false
6488,Edward Jones PhD,CFO,Demo Requested,Technology Hardware & Equipment,9805,SY,false
6489,Dr. Sarah Anderson,Foudner,Sign-up,Commercial & Professional Services,13230,BE,false
6490,Stephanie Peterson,Data Engineer,Sign-up,Software & Services,13555,CU,false
6491,Darin Wilson,Solutions Architect,In-Person Event,Consumer Staples,11655,AM,false
6492,Jack Mitchell,Analytics Manager,Sign-up,Commercial & Professional Services,180,MT,false
6493,James Salazar,Data Analyst,Demo Requested,Consumer Staples,13080,BS,false
6494,Angelica Price,Solutions Architect,Sign-up,Consumer Staples,9655,GY,false
6495,Rebecca Stewart,CEO,Sign-up,Consumer Staples,5680,NP,false
6496,Suzanne Zimmerman,CFO,Sign-up,Consumer Staples,1130,LS,false
6497,Miranda Lowe,CFO,Sign-up,Commercial & Professional Services,10705,TW,true
6498,Mary Johnson,CFO,Sign-up,Consumer Staples,8805,GE,false
6499,Lindsey Cordova,Data Scientist,In-Person Event,Commercial & Professional Services,8880,VE,false
6500,Robin Carter,Foudner,In-Person Event,Consumer Staples,14380,VU,false
6501,Laura Reese,Solutions Architect,In-Person Event,Commercial & Professional Services,6205,CI,false
6502,Sarah Mejia,Data Engineer,Demo Requested,Technology Hardware & Equipment,5105,NZ,false
6503,Joel Franklin DDS,CEO,Demo Requested,Consumer Durables & Apparel,4430,NP,false
6504,Megan Rodriguez,CEO,Sign-up,Software & Services,5205,ML,false
6505,Joan Patterson,Analytics Engineer,Webinar,Commercial & Professional Services,14380,TM,false
6506,Isaac Henderson,Analytics Manager,In-Person Event,Commercial & Professional Services,6930,VU,false
6507,Roy Kramer,Data Analyst,Sign-up,Technology Hardware & Equipment,13130,GQ,false
6508,Emily Gilbert,CFO,Demo Requested,Software & Services,10430,NO,false
6509,Pamela Allen,Solutions Architect,Sign-up,Commercial & Professional Services,1830,HN,true
6510,Sylvia Roberts,VP Engineering,Sign-up,Consumer Staples,6705,EE,false
6511,Mary Tanner,Analytics Engineer,Sign-up,Consumer Staples,8480,TW,false
6512,Rhonda Johnson,Product Manager,Demo Requested,Technology Hardware & Equipment,5130,TJ,true
6513,Katherine Chavez,Data Scientist,Sign-up,Consumer Staples,4905,LV,false
6514,Ashley Gomez,Data Engineer,Sign-up,Software & Services,7330,MU,false
6515,Savannah Watts,Account Executive,Webinar,Consumer Staples,14455,LC,false
6516,Amy Perkins,VP Data,Sign-up,Commercial & Professional Services,8205,NI,false
6517,Kimberly Espinoza,Data Engineer,Sign-up,Commercial & Professional Services,505,DK,false
6518,Cassandra Dean,Analytics Engineer,Webinar,Commercial & Professional Services,2455,NI,true
6519,Brandon Moore,Owner,Webinar,Commercial & Professional Services,3230,DM,false
6520,Michael Cohen,Software Engineer,Sign-up,Commercial & Professional Services,5180,PY,false
6521,Donald Perkins,Data Analyst,In-Person Event,Commercial & Professional Services,13905,OM,false
6522,Ethan Alexander,Data Engineer,Demo Requested,Consumer Staples,2555,GE,false
6523,Tyler Cochran,CEO,In-Person Event,Commercial & Professional Services,8630,MH,false
6524,Kyle Stein,CFO,Sign-up,Commercial & Professional Services,14405,MA,false
6525,Laura Clark,Analytics Engineer,Sign-up,Software & Services,6330,EE,false
6526,Daniel Austin,Analytics Engineer,Sign-up,Software & Services,14305,ZA,false
6527,Abigail Morris,Foudner,Sign-up,Commercial & Professional Services,5505,LS,true
6528,Sara Peck,Product Manager,Sign-up,Consumer Staples,13655,NR,false
6529,Joseph Cannon,Owner,Sign-up,Consumer Staples,11180,SA,false
6530,Steven Martinez,CFO,Demo Requested,Consumer Durables & Apparel,14580,KH,false
6531,Wanda Mitchell,VP Marketing,Sign-up,Commercial & Professional Services,6005,KM,false
6532,Jennifer Howard,Software Engineer,Sign-up,Commercial & Professional Services,2880,SA,false
6533,Carolyn Flores,CFO,In-Person Event,Consumer Durables & Apparel,5380,LT,false
6534,Shannon Perez,Software Engineer,Demo Requested,Technology Hardware & Equipment,10280,NE,false
6535,Michael Hudson,Owner,In-Person Event,Technology Hardware & Equipment,6880,GH,false
6536,Heather Snyder,Growth Marketing Manager,In-Person Event,Consumer Staples,9080,TW,false
6537,Cameron Dillon,VP Marketing,Sign-up,Consumer Staples,10305,ES,false
6538,Joseph Brown,Data Engineer,Sign-up,Commercial & Professional Services,12680,BI,false
6539,Taylor Burton,Software Engineer,Sign-up,Software & Services,1055,TH,true
6540,Garrett Steele,Analytics Engineer,Demo Requested,Consumer Staples,4830,LS,false
6541,Michael Brooks,CEO,Sign-up,Commercial & Professional Services,7080,LT,false
6542,Paul Barnes,Account Executive,Sign-up,Commercial & Professional Services,130,TW,true
6543,Shannon Miller,Analytics Manager,Sign-up,Software & Services,14955,CI,false
6544,Michelle Schneider,Data Analyst,Sign-up,Commercial & Professional Services,1530,TH,true
6545,Reginald Wilson,Analytics Manager,Sign-up,Commercial & Professional Services,4130,US,false
6546,Steve Lin,Analytics Manager,Sign-up,Commercial & Professional Services,10530,KI,false
6547,David Holmes,Product Manager,Demo Requested,Consumer Staples,4555,JO,false
6548,Ashley Reyes,Solutions Architect,In-Person Event,Commercial & Professional Services,655,SO,true
6549,Corey Long,Analytics Manager,Sign-up,Consumer Staples,14605,ME,false
6550,Erika Rosales,VP Engineering,Demo Requested,Consumer Staples,4755,PG,false
6551,Kimberly Moore,CEO,Sign-up,Commercial & Professional Services,14055,CA,false
6552,Michael Cobb,Foudner,Sign-up,Consumer Durables & Apparel,4080,SO,false
6553,Erika Snyder,Solutions Architect,Demo Requested,Technology Hardware & Equipment,380,UZ,false
6554,Timothy Campos,Data Analyst,In-Person Event,Consumer Staples,1980,BO,false
6555,Christina Davis,VP Marketing,Sign-up,Consumer Staples,8955,GA,false
6556,Alejandro Smith,Foudner,Sign-up,Technology Hardware & Equipment,6030,PT,false
6557,Kathryn Larson,CEO,In-Person Event,Commercial & Professional Services,2205,SA,true
6558,Ana Ramirez,Product Manager,Sign-up,Commercial & Professional Services,4755,LU,true
6559,Thomas Robinson,Analytics Manager,Sign-up,Commercial & Professional Services,1705,ET,true
6560,Thomas Smith,Owner,Sign-up,Software & Services,5805,VA,true
6561,Savannah Young,Data Scientist,Sign-up,Software & Services,11055,FJ,false
6562,Mr. Adrian Werner DVM,Solutions Architect,Webinar,Consumer Staples,7955,MD,false
6563,Douglas Mayo,Foudner,Demo Requested,Commercial & Professional Services,9705,NR,false
6564,Denise Jones,CFO,Sign-up,Consumer Staples,7705,LR,false
6565,Christine Perez MD,CFO,Sign-up,Commercial & Professional Services,5530,KR,false
6566,Emily Richards,VP Marketing,In-Person Event,Software & Services,6530,UG,true
6567,Chris James,Analytics Engineer,Demo Requested,Consumer Durables & Apparel,5655,LY,false
6568,Steven Ray,Foudner,Sign-up,Consumer Durables & Apparel,7380,BT,false
6569,Amber Lowe,Data Engineer,Sign-up,Commercial & Professional Services,7880,IL,false
6570,David White,VP Marketing,In-Person Event,Commercial & Professional Services,10230,FJ,false
6571,Frederick Fletcher DVM,Analytics Manager,Demo Requested,Commercial & Professional Services,405,GQ,false
6572,Dr. Timothy Lewis,Foudner,Sign-up,Consumer Durables & Apparel,7605,DM,false
6573,Joshua Preston,Foudner,Webinar,Commercial & Professional Services,8005,JM,false
6574,Brandon Watson,VP Data,Demo Requested,Software & Services,7830,MW,true
6575,Jacob Blackburn,VP Engineering,Sign-up,Commercial & Professional Services,2280,FM,true
6576,Katie Klein,Software Engineer,In-Person Event,Technology Hardware & Equipment,30,DO,true
6577,Leslie Reyes,Data Analyst,Demo Requested,Commercial & Professional Services,7580,UY,false
6578,Lauren Mayer,Data Analyst,Sign-up,Software & Services,10805,CM,false
6579,Erica Jackson,Data Scientist,Demo Requested,Commercial & Professional Services,3830,MY,false
6580,Dana Jacobs,CEO,Webinar,Software & Services,8005,KN,true
6581,Karen Escobar,Solutions Architect,Demo Requested,Commercial & Professional Services,1780,GQ,false
6582,Jacqueline Fuller,CFO,Sign-up,Commercial & Professional Services,11555,SM,false
6583,Joseph Brown,Growth Marketing Manager,Sign-up,Commercial & Professional Services,1405,MA,false
6584,Tammy Reid,VP Data,In-Person Event,Technology Hardware & Equipment,1805,BR,true
6585,Jennifer Kennedy,Software Engineer,Webinar,Technology Hardware & Equipment,9280,DZ,false
6586,Arthur Moody,Data Analyst,Demo Requested,Commercial & Professional Services,3930,AZ,true
6587,Theodore Collins,CFO,Sign-up,Consumer Staples,3830,GN,false
6588,David Santana,Data Engineer,Sign-up,Commercial & Professional Services,6155,YE,false
6589,Mason Martinez,VP Data,Webinar,Commercial & Professional Services,11705,UY,false
6590,Michael Johnson,VP Marketing,Webinar,Technology Hardware & Equipment,6280,MX,false
6591,Jill Bailey,Software Engineer,Demo Requested,Commercial & Professional Services,10430,LS,true
6592,Debra Graham,VP Engineering,Sign-up,Software & Services,5055,AR,false
6593,Daniel Stuart,VP Engineering,Sign-up,Consumer Staples,14255,ZW,false
6594,Donna Lopez,VP Engineering,In-Person Event,Commercial & Professional Services,4430,UA,false
6595,Matthew Watkins,Solutions Architect,Demo Requested,Commercial & Professional Services,5580,TV,false
6596,Adam Harding,Data Analyst,In-Person Event,Commercial & Professional Services,11205,UA,false
6597,Wendy Rasmussen,Analytics Engineer,Webinar,Consumer Durables & Apparel,7155,TO,false
6598,Amy Lee,Product Manager,In-Person Event,Commercial & Professional Services,2480,UA,true
6599,Adam Berry,Solutions Architect,Sign-up,Software & Services,6755,CG,false
6600,Patrick Ballard,CFO,Webinar,Consumer Durables & Apparel,4580,IR,false
6601,John Harmon,Analytics Engineer,Webinar,Commercial & Professional Services,10955,HT,true
6602,Karen Simpson,Solutions Architect,Webinar,Consumer Staples,12355,LC,false
6603,Sheena Meyers,Account Executive,Webinar,Commercial & Professional Services,8555,US,false
6604,John Andrews,CFO,Demo Requested,Commercial & Professional Services,11030,HT,false
6605,Luis Kelly,Data Analyst,Sign-up,Consumer Staples,7105,LC,false
6606,Zachary Craig,VP Data,Sign-up,Commercial & Professional Services,1505,BZ,true
6607,Jason Walker,Data Analyst,Webinar,Software & Services,8730,LA,false
6608,Ryan May,Data Engineer,Webinar,Technology Hardware & Equipment,1355,BY,true
6609,Connie Cummings,Owner,Sign-up,Commercial & Professional Services,10155,SE,false
6610,Jacob Lee,Analytics Manager,Webinar,Software & Services,3580,MD,false
6611,Kimberly Moreno,Foudner,Sign-up,Commercial & Professional Services,1255,CV,false
6612,Vanessa Bailey,VP Marketing,Demo Requested,Consumer Staples,14230,IS,false
6613,Carolyn Hale,VP Marketing,Webinar,Software & Services,5080,SN,false
6614,Michelle Shepard,Growth Marketing Manager,Sign-up,Commercial & Professional Services,6530,PY,false
6615,Julie Wilson,Solutions Architect,Sign-up,Software & Services,2405,GM,false
6616,Zachary Foster,VP Engineering,Sign-up,Consumer Staples,2355,SZ,false
6617,Susan Guzman,Data Scientist,Sign-up,Software & Services,13630,YE,false
6618,Tamara Barrett,Account Executive,Sign-up,Software & Services,405,PS,true
6619,Daniel Sanders,VP Engineering,In-Person Event,Consumer Staples,6305,IS,false
6620,Mr. Jonathan Smith,Owner,Sign-up,Commercial & Professional Services,1105,GH,true
6621,Heather Schmitt,Data Engineer,Sign-up,Commercial & Professional Services,2705,MW,false
6622,Stephanie Chambers,Account Executive,Sign-up,Consumer Staples,3455,BA,false
6623,Jennifer Pruitt,Software Engineer,Demo Requested,Consumer Staples,1805,SG,false
6624,Timothy Lopez,Software Engineer,Sign-up,Commercial & Professional Services,6555,BG,false
6625,Madison Perez,Data Scientist,Sign-up,Software & Services,2105,GN,false
6626,Alyssa Lewis,Foudner,Sign-up,Consumer Staples,14905,BO,false
6627,Jacob Villarreal,Data Scientist,Webinar,Software & Services,4030,FI,false
6628,Douglas Howell,Growth Marketing Manager,Demo Requested,Commercial & Professional Services,13480,MT,false
6629,Joseph Stone,Owner,In-Person Event,Software & Services,8855,SG,false
6630,Troy Brown,Growth Marketing Manager,In-Person Event,Commercial & Professional Services,1005,MM,false
6631,Katrina Anderson,CEO,In-Person Event,Commercial & Professional Services,8855,MV,true
6632,Pamela Norris,Account Executive,Sign-up,Commercial & Professional Services,11705,BY,false
6633,Brandon Roberts,Data Engineer,In-Person Event,Commercial & Professional Services,12655,AM,false
6634,Christopher Stark,Analytics Engineer,Demo Requested,Consumer Staples,4905,MN,false
6635,Kevin Sellers,CEO,In-Person Event,Technology Hardware & Equipment,4655,ML,false
6636,Chelsea Long,Account Executive,Sign-up,Commercial & Professional Services,6080,ET,false
6637,Valerie Lopez,VP Engineering,Demo Requested,Software & Services,13205,NI,false
6638,Kathleen Miller,VP Engineering,In-Person Event,Commercial & Professional Services,255,ID,false
6639,Hayley Hampton,VP Data,Demo Requested,Commercial & Professional Services,3155,FM,true
6640,Christian Mitchell,CFO,Sign-up,Commercial & Professional Services,180,BE,false
6641,David Nolan,Owner,Demo Requested,Technology Hardware & Equipment,14505,HR,true
6642,Julie Brooks,Analytics Engineer,Sign-up,Consumer Staples,3780,MH,false
6643,Kelli Lopez,Growth Marketing Manager,Demo Requested,Consumer Staples,3655,KZ,false
6644,Jacqueline Baker,Analytics Manager,Sign-up,Commercial & Professional Services,1730,UG,false
6645,Paul Hester,CFO,In-Person Event,Software & Services,6830,SM,false
6646,Danny Baker,Account Executive,Sign-up,Consumer Staples,9955,PA,false
6647,Anthony Lee,VP Marketing,Sign-up,Software & Services,14605,MA,false
6648,Travis Graves,Foudner,Demo Requested,Commercial & Professional Services,6955,KN,false
6649,William Allen,Data Engineer,Demo Requested,Commercial & Professional Services,3530,IL,false
6650,Christopher Brown,VP Data,Sign-up,Commercial & Professional Services,13655,PW,true
6651,Brian James,CEO,Sign-up,Technology Hardware & Equipment,13680,BR,false
6652,James Williams,Foudner,Sign-up,Consumer Durables & Apparel,9405,AR,false
6653,Sarah Oliver,CFO,Demo Requested,Commercial & Professional Services,7130,VC,false
6654,James Adams,Product Manager,Sign-up,Consumer Staples,13755,KR,false
6655,Philip Castillo,Data Engineer,Webinar,Commercial & Professional Services,7480,MW,false
6656,Daniel Anderson,CFO,In-Person Event,Technology Hardware & Equipment,4730,GM,false
6657,Jessica Reynolds,Product Manager,Sign-up,Consumer Staples,280,GY,false
6658,Heather Jones,VP Engineering,Sign-up,Consumer Durables & Apparel,4555,BI,false
6659,Andrew Bond,Analytics Engineer,Sign-up,Consumer Staples,14380,NL,false
6660,Joseph Webb,CFO,Sign-up,Consumer Durables & Apparel,14480,AD,false
6661,Ebony Perez,VP Engineering,In-Person Event,Technology Hardware & Equipment,7130,MY,false
6662,Edward Hill,Owner,Sign-up,Consumer Staples,5505,LC,false
6663,James Cooper,Analytics Engineer,Sign-up,Commercial & Professional Services,1755,BG,false
6664,Adam Massey,Software Engineer,Demo Requested,Commercial & Professional Services,8780,MR,false
6665,Alexander Jensen,Data Scientist,Sign-up,Commercial & Professional Services,9780,KZ,false
6666,Brandi Hernandez,VP Marketing,In-Person Event,Software & Services,11105,DE,false
6667,Kyle Miller,CEO,Sign-up,Commercial & Professional Services,14530,EE,false
6668,Mr. Michael Mays,Solutions Architect,Sign-up,Software & Services,3005,CH,false
6669,Mark Roberson,Solutions Architect,Webinar,Consumer Staples,4730,AF,false
6670,Raymond Taylor,Analytics Manager,Demo Requested,Consumer Staples,3605,GT,false
6671,Janice Vasquez,Owner,Sign-up,Software & Services,6930,MT,false
6672,James Fischer,CEO,Sign-up,Consumer Durables & Apparel,7505,SD,false
6673,Heather Castro,VP Engineering,Webinar,Consumer Staples,12455,OM,false
6674,Stephen Olson,Account Executive,In-Person Event,Software & Services,11230,SY,false
6675,Steven Jones,CEO,Sign-up,Software & Services,6180,IN,false
6676,Sara Wells,Owner,Sign-up,Commercial & Professional Services,4680,TL,false
6677,Christina Rogers,Data Analyst,Sign-up,Software & Services,13580,MX,false
6678,Jillian Gonzales,Data Scientist,Demo Requested,Software & Services,12405,OM,false
6679,Calvin Crawford,VP Marketing,Demo Requested,Commercial & Professional Services,455,FI,true
6680,Marc Marsh,CEO,Sign-up,Technology Hardware & Equipment,10705,BG,false
6681,Elizabeth Becker,VP Engineering,Demo Requested,Software & Services,7230,ZA,false
6682,Kelly Nelson,Solutions Architect,Demo Requested,Technology Hardware & Equipment,12030,SN,false
6683,David Ortiz,Data Engineer,Sign-up,Commercial & Professional Services,10405,LS,false
6684,William Aguirre,Data Analyst,Sign-up,Commercial & Professional Services,1630,KE,true
